"rating.2.41." "review" "yy_2"
"27" "4.0" "Wow, this was a maze of funness!  I never knew what was coming next. There are so many different types of animals that they feature. It's not all marine life. I loved the different atmospheres as well. Dessert, rainforest...it's all so great!  I also love the location, right on the water...so appropriate.  We went on a Saturday...super duper packed...so if you're looking to have some space and have the room to get a great look at all they have to offer...don't go on a weekend.  We spend over 2 hours roaming and learning and just having a great experience. There are different shows and movies to go to as well...we didn't do them, but they looked pretty cool.  There's also a place to eat inside if you choose but there are tons of restaurants outside the aquarium as well.  Once you have your tickets you're free to come and go. The one thing I do have a complaint about it the picture they take of you when you first arrive. At the end before you leave, you can \"preview\" it...which means that they print it out in an 8x10, 4x5 and 2 wallets...you cant buy just one or two of the pictures...if you want any of them, you have to buy the complete set...seriously...who really needs 4 pictures of the same thing?!?!  And if you choose not to buy it...they just THROW THEM AWAY!!!! such a waste! I definetly think there is a better option and they would probably have more takers if you could choose the size that best fits your needs...just saying!But yeah, we had a great time and were very happy with what we saw. I loved the jelly fish...its my favorite exhibit :)" "12/17/2010"
"28" "4.0" "This aquarium is situated right on the Harbor and is a very beautiful set up.  It seems to be geared very much toward education as opposed to entertainment and they have devoted a section to Chesapeake Bay marine life, which is interesting to get that local info. I have to admit that it is not nearly as beautiful nor with as impressive displays at those of the Ripley Aquarium in Pigeon Forge Tennessee nor is it as hands-on as the Aquarium in Sarasota FL.  But despite this, if you enjoy fish and learning it is a great aquarium.  A few years back they had an absolutely exquisite display of jelly fish which I wish they had made a permanent display.  The tanks seem a little small and the selection of fish also seems a bit limited.  I agree that the dolphin show had maybe a bit too much video and talking (the education part) and not enough of the dolphins playing and showing their stuff--which is what we wanted to see...but the fact that they have a dolphin show at all was pretty cool.  I recently saw the frog exhibit they have and think that also probably should become a permanent display.  What could go away and be made into a more effective and interesting exhibit is the upstairs Australia exhibit.  It was pretty disappointing except for the crocs...all 4 who were stuck in a tank about 8 feet long.We live nearby and knew that we would come back again and again to enjoy this is as a day off getaway.  For that reason we purchased membership tickets which are good for the whole year and will definitely be worth the price for us (about $99).  We do still have to pay extra to see the dolphins and also to do the 4D theater, but even with that the price is right if you're someone who likes to take your time and watch the animals.  Also, you don't have to wait in the long line for one time admission but get to enter through the member's entry.  As a member you also are invited to special activities at the aquarium.The 4D theater is pretty cool...but the features are short.Wish they had some big tanks filled with lots of beautiful fish and BENCHES where people could sit and enjoy.  This aquarium is a very busy place and a SATURDAY OR SUNDAY is a miserable time to go unless you like being squished and pushed around by hundreds of rude children who don't know how to even say excuse me or to wait their turn.  We usually go on a Friday during the afternoon and if we want to stay we can...during the summer months we could potentially be there until 10 PM.We also enjoy the rainforest atrium (again, benches for bird watchers would be nice!)." "5/5/2008"
"29" "3.0" "Neat place! Loved the waterfall!" "7/15/2011"
"30" "4.0" "Well I've been to many aquariums. There aren't that many unique underwater animals here..I expected a children's underwater petting place, such as, starfish, sea slugs for people to touch, but i didn't see any. I was most impressed with the giant octopus however." "6/11/2010"
"31" "5.0" "I wish the Dolphin Show could be a little longer but obviously a crowd pleaser!" "8/13/2012"
"32" "3.0" "OMG I love this place, it is so cool" "6/22/2011"
"33" "5.0" "So many people feel that this aquarium is the best place on earth and we all know that's not the case.  Maybe I'm the only one who knows where the best place on earth truly is.  Hmmmm.Isn't an aquarium about getting lost in the undersea world and watching discovery across peoples faces??   For me it was a birth control advertisement with fish inside.  When you first walk in the shark exhibit, it grabs you somewhat.... you see the rays swimming with some sharks peppered throughout the tank. It's a good exhibit and one that can be viewed from above and from below as well. The whale skeleton hanging over top was pretty cool. The Jelly Invasion exhibit, while a rotating exhibit, was small and not good at all. The line was long to get funneled into a little room with not much return on investment.  The planet earth 4d theater is horrible.  I'm not trying to be shocking here but it has that dirty class trip smell and the water spraying on you as you watch the movie feels really gross...  like Pee Wee Herman is behind you enjoying the Empire Penguins a little too much.  I loved the dolphin show and discovered that I DO love dolphins and they aren't just happy sharks. The Australian exhibit was OK too. I can't say I disliked the place, I did enjoy it but it wasn't this shrine to the ocean that its portrayed to be.   Grubs ~" "8/11/2010"
"34" "5.0" "The aquarium was WONDERFUL!!  I didn't have as much time there as I would have wished, but really enjoyed it.  A couple things I wish I knew:(1)  On crowded days, they issue you an entrance time with your ticket.  On the Saturday we were there, we bought tickets around 12:30 and didn't get to go in until 2:45!  Yikes!  Luckily, you don't have to wait in line - you can walk around the inner harbor (or go have lunch like we did!) and just come back at/after you ticket time.(2)  They do offer AAA discounts on tickets but not AT the aquarium - you have to buy them ahead of time (at the AAA office or online maybe?).Getting inside is a little crazy - the whole aquarium i think is sort of designed to go through in one \"line\"...the way the exhibits and such are set up, it's very sequential.  Which is okay, but when it's crowded (like on Saturdays in the summer), it gets a little crazy.  If I go back, I would try to go on an off-day.But the exhibits are wonderful!  I almost skipped the Australian exhibit, but it turned out to be one of my favorites.  (Pig nosed turtles!!!)  All the docents were very friendly and helpful in pointing out animals, giving information and answering questions. The sting-ray tank.  The shark tank.  The tropical exhibit.  The poison tree frogs.  All awesome.I loved the aquarium and I didn't even have time to see the dolphins!!  (I KNOW!!!)  So I can only imagine that what I saw + dolphins makes this place absolutely five star worthy." "7/17/2008"
"35" "4.0" "I love it, I love it, I looove itttt.... I love it (SNL reference). I'd take my family and live here if we could." "8/18/2012"
"36" "4.0" "I thought this was the highlight to our baltimore visit last year. I was here when I was a kid, but didnt really remember that. it costs 25 dollars, but theres usually a discount you can print our from the internet or the entertainment guide. it was a great place, they had four different areas where you could explore, a dolphin area where they did dances and so forth, it was alright, that costs like 10 dollars extra to see the show. they had the jungle area where it was all about snakes & frogs. then they had the aquarium itself where you could see all the fish and stuff like that, manatees and then they had a big area that was open it was like the rainforest, with birds, spiders, stuff like that. interesting to note: Clyde Peeling's reptileland in allenwood, pa. did a lot of the frog & reptile exhibits." "2/21/2008"
"37" "3.0" "This aquarium is located right in the Inner Harbor and has a wonderful display of sea life and birds.  If the ticket price is too expensive, try going on Fridays after 5 when the ticket price drops to $8 (if I remember correctly) with the dolphin show for another $3.  The aquarium is small and you can probably get through it in 2 hours.  It's nothing like the Monteray Bay Aquarium, but if you go when they have the deal, it's VERY worth it." "1/12/2008"
"38" "2.0" "I love aquariums and read this place was once rated number 1 in the nation so I had to go.  This place is definitely better than the Seattle Aquarium but that's not saying much.  I came on a Columbus Day so the place was packed full of kids.  I wish the dolphin show and the 4D movie was included in the regular admission but  you have to pay an extra $5 for that.  My favorite part was seeing all the different sting rays and sharks." "10/24/2010"
"39" "4.0" "OK, so people complain that they have to pay 18 dollars for a ticket to Philadelphia Zoo. How about paying 30 and basically, having not much to see? It is a great place to go during a hot, hot humid summer (well, basically every summer here in Maryland qualifies). Aquarium serves as a great cool AC. It is dark there, crowds are ginormous  (try to see some exhibits over a company of active screaming excited kids! Good luck with that, crowds are plenty there). Speaking of the exhibits, it is not much to see there, I've seen more in some small Florida local aquariums for the fraction of a price. The only thing that goes for Baltimore aquarium, besides AC, is a cool, cool, extremely cool building. It is beautiful inside, when you are descending the ramp, seeing all the fish swimming by as you walk, like in a giant marine beltway. Stingray tank is good as well. Rainforest area is just blah. Dolphin show is double blah with a sour cream on top. Pretty pitiful. We had a membership one year, went there twice and completely lost any interest." "7/19/2012"
"40" NA "The aquarium is really good and well maintained. The variety of species is great. I especially liked the sharks and small exotic sea creatures. The dolphin show was really boring (in comparison with the Miami seaquarium dolphin show). The entire show was about aquarium's efforts in preserving the dolphins' population and about some unique features of dolphins (all narrated). They showed couple of things that dolphins could do - clapping their fins, making sounds, and one dolphin jumped just once. Then they invited \"special\" guests (VIP I presume) to see the dolphins closer while the rest of the audience was wondering what was going on. I thought it wasn't the best way to conduct the show. All in all, the show sucked. We didn't have a chance to see the 4D movie, but hopefully next time. Parking was a rip-off (20 dollars), and the pretzels that they sell on their food court were horrible. Bottom line: go strait to see the jelly fish and Australia exhibit, skip the dolphin show and finish with sharks. The surrounding area is very nice and there are lots of nice restaurants." "6/18/2011"
